Words,Tags
"['В', 'настоящее', 'время', 'он', 'входит', 'в', 'состав', 'советов', 'директоров', 'госбанка', 'ВТБ', ',', 'а', 'также', 'банка', '""', 'Россия', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0]"
"['За', 'последние', 'несколько', 'лет', 'Ассанж', 'приобрел', 'уникальный', 'статус', ',', 'выступив', 'в', 'роли', 'разоблачителя', 'сильных', 'мира', 'сего', ',', 'притом', ',', 'что', 'по', 'разным', 'причинам', 'самым', 'важным', 'для', 'общественности', 'и', 'политических', 'кругов', 'очень', 'многих', 'стран', 'стало', 'обнародование', 'так', 'называемых', 'иракского', 'и', 'афганского', 'досье', ',', 'а', 'затем', 'и', 'сирийского', 'досье', '.']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Для', 'поездки', 'на', '""', 'Сапсане', ""''"", 'придется', 'проходить', 'особый', 'досмотр', 'В', 'Москве', 'и', 'Санкт-Петербурге', 'открылось', 'павильоны', 'для', 'досмотра', 'пассажиров', 'поездов', '""', 'Сапсан', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Сама', 'Пономарева', 'сообщила', '""', 'Известиям', ""''"", ',', 'что', 'действительно', 'не', 'уверена', ',', 'что', 'ей', 'и', 'дальше', 'надо', 'оставаться', 'в', 'верхней', 'палате', 'парламента', '.']","[0, 6, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Полковник', 'Олег', 'Карпов', 'освобожден', 'от', 'должности', 'начальника', 'управления', 'тылового', 'обеспечения', 'Центрального', 'военного', 'округа', ';', 'полковник', 'Леонид', 'Чумаков', '-', 'от', 'должности', 'начальника', 'управления', 'планирования', 'и', 'координации', 'материально-технического', 'обеспечения', 'Центрального', 'военного', 'округа', ';', 'полковник', 'Андрей', 'Янковский', '-', 'от', 'должности', 'командира', '23-й', 'отдельной', 'мотострелковой', 'бригады', '2-й', 'гвардейской', 'армии', '.']","[0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Кроме', 'того', ',', 'в', 'ближайшее', 'время', 'можно', 'ожидать', 'назначения', 'нового', 'пресс-секретаря', 'президента', ',', 'поскольку', 'Роберт', 'Гиббс', ',', 'занимающий', 'эту', 'должность', 'в', 'настоящее', 'время', ',', 'заявил', 'о', 'своей', 'скорой', 'отставке', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ссылки', 'по', 'теме', ':']","[0, 0, 0, 0]"
"['Новая', 'станция', 'стала', 'третьей', 'по', 'счету', 'в', 'ОАО', '«', 'Сахаэнерго', '»', 'I-ORG', 'и', 'первой', ',', 'построенной', 'севернее', 'линии', 'Полярного', 'круга', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0]"
"['Гендиректор', '""', 'Лужников', ""''"", 'ушел', 'со', 'своего', 'поста', 'Генеральный', 'директор', 'ОАО', '""', 'Лужники', ""''"", 'I-ORG', 'Владимир', 'Алешин', 'ушел', 'со', 'своего', 'поста', '.']","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0]"
"['Олег', 'Кувшинников', 'родился', 'в', 'Череповце', 'в', '1965г', '.']","[6, 5, 0, 0, 1, 0, 0, 0]"
"['Претендентка', 'на', 'пост', 'помощника', 'министра', 'по', 'международным', 'делам', 'Кэролайн', 'Аткинсон', 'также', 'сняла', 'свою', 'кандидатуру', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0]"
"['Показательная', 'марш-операция', 'с', 'форсированной', 'сменой', 'ректора', 'превратила', 'учебную', 'площадку', 'в', 'центрально-политический', 'избирательный', 'штаб', ',', 'а', 'сам', 'процесс', 'принял', 'настолько', 'уродливые', 'формы', ',', 'что', 'даже', 'терпимым', 'ко', 'многому', 'и', 'привыкшим', 'к', 'разному', 'журналистам', 'пришлось', 'на', 'этот', 'раз', 'вызывать', 'полицию', ',', 'передаёт', 'корреспондент', 'ИА', 'REGNUM', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0]"
"['В', 'июле', '2000г', '.']","[0, 0, 0, 0]"
"['Президент', '""', 'Руссофта', ""''"", 'Валентин', 'Макаров', 'пояснил', '""', 'РБК', 'daily', ""''"", ',', 'что', 'рост', 'платежей', 'по', 'страховым', 'взносам', 'означает', 'неминуемое', 'повышение', 'стоимости', 'продукции', ',', 'а', 'также', 'потерю', 'новых', 'контрактов', 'в', 'борьбе', 'с', 'такими', 'же', 'центрами', 'разработки', 'в', 'Индии', ',', 'Китае', 'или', 'США', '.']","[0, 0, 3, 0, 6, 5, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
"['В', 'чешских', 'СМИ', 'вслед', 'за', 'фактическим', 'руководителем', 'партии', 'TOP', '09', 'Мирославом', 'Калоусеком', 'уже', 'успели', 'назвать', 'правительство', 'Руснока', 'кабинетом', '""', 'друзей', 'президента', 'Земана', ""''"", '.']","[0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 6, 5, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0]"
"['Неаудированные', 'финансовые', 'результаты', 'деятельности', 'ОАО', 'АФК', '<', 'Система', '>', 'I-ORG', 'за', 'первый', 'квартал', '-', 'Рон', 'Зоммер', ',', 'член', 'Совета', 'директоров', 'АФК', '<', 'Система', '>', 'I-ORG', ',', 'был', 'назначен', 'Первым', 'вице-президентом', 'АФК', '<', 'Система', '>', 'I-ORG', ',', 'руководителем', 'бизнес-единицы', '<', 'Телекоммуникационные', 'активы', '>', ';', '-', 'Александр', 'Корсик', 'назначен', 'Старшим', 'вице-президентом', 'АФК', '<', 'Система', '>', 'I-ORG', ',', 'руководителем', 'бизнес-единицы', '<', 'Топливно-энергетический', 'комплекс', '>', '.']","[0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 3, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 6, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0]"
"['А', 'недавний', 'скачек', 'цен', 'не', 'связан', 'с', 'отечественными', 'компаниями', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['До', 'назначения', 'Матвиенко', 'в', 'Совет', 'Федерации', 'место', 'сенатора', 'от', 'правительства', 'Петербурга', 'в', 'верхней', 'палате', 'парламента', 'занимал', 'Владимир', 'Барканов', '.']","[0, 0, 6, 0, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 5, 0]"
"['Темпы', 'строительства', 'дорогостоящего', 'стадиона', 'раскритиковал', 'еще', '1', 'сентября', 'премьер-министр', 'России', 'Дмитрий', 'Медведев', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 5, 0]"
"['Это', 'не', 'решение', ',', 'которое', 'возникло', 'за', 'один', 'день', 'или', 'неделю', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Вице-премьер', 'Дмитрий', 'Козак', ',', 'курирующий', 'в', 'правительстве', 'вопросы', 'строительства', 'и', 'возглавлявший', 'группу', 'в', '2008', 'году', ',', 'в', 'состав', 'группы', 'не', 'вошел', '.']","[0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Что', 'касается', 'Варнига', ',', 'то', 'изначально', 'его', 'прочили', 'в', 'совет', 'директоров', 'компании', '""', 'Роснефть', ""''"", 'на', 'место', 'руководителя', 'Росимущества', 'Юрия', 'Петрова', '.']","[0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6, 5, 0]"
"['Г.Полтавченко', 'сохранит', 'за', 'собой', 'место', 'в', 'Совбезе', 'РФ', '.']","[6, 0, 0, 0, 0, 0, 3, 1, 0]"
"['Кандидатуру', 'М.Кузовлева', 'в', 'список', 'претендентов', 'на', 'пост', 'президента', 'Банка', 'Москвы', 'внес', 'банк', 'ВТБ', ',', 'который', 'в', 'конце', 'февраля', 'стал', 'крупнейшим', 'акционером', 'кредитной', 'организации', ',', 'выкупив', 'у', 'столичного', 'правительства', '46,48', '%', 'акций', 'банка', 'и', '25-процентный', 'пакет', '""', 'Столичной', 'страховой', 'группы', ""''"", ',', 'владеющей', '17,32', '%', 'акций', 'банка', '.']","[0, 6, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['На', 'два', 'года', 'раньше', ',', 'чем', 'должен', 'был', 'истечь', 'срок', 'его', 'нынешних', 'полномочий', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Эту', 'организацию', 'он', 'возглавил', 'в', '1997', 'году', ',', 'а', 'кульминацией', 'его', 'работы', 'стал', 'поиск', 'ядерного', 'оружия', 'в', 'Ираке', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Если', 'он', 'из', 'организации', 'исключен', ',', 'он', 'автоматически', 'не', 'имеет', 'права', 'заниматься', 'этой', 'деятельностью', ""''"", ',', '-', 'объясняет', 'юрист', 'арбитражной', 'группы', 'Vegas', 'Lex', 'Юрий', 'Сбитнев', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 6, 5, 0]"
"['Как', 'сообщает', 'Sky', 'News', ',', 'мэр', 'Лондона', 'Борис', 'Джонсон', ',', 'комментируя', 'отставку', 'Стивенсона', ',', 'заявил', ',', 'что', 'опечален', 'этим', 'решением', ',', 'и', 'выразил', 'уверенность', 'в', 'том', ',', 'что', 'честность', 'лично', 'Стивенсона', 'не', 'может', 'быть', 'поставлена', 'под', 'сомнение', '.']","[0, 0, 3, 2, 0, 0, 1, 6, 5, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]"
"['Чешские', 'политики', 'полагают', ',', 'что', 'досрочные', 'парламентские', 'выборы', 'могли', 'бы', 'состояться', 'уже', 'в', 'конце', 'октября', 'этого', 'года', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Как', 'следует', 'из', 'пояснений', 'пресс-службы', 'правительства', 'РФ', ',', 'Юргель', 'уволен', 'за', 'публичное', 'выражение', 'несогласия', 'с', 'новым', 'законом', 'о', 'лекарственных', 'средствах', ',', 'подготовленным', 'Минздравсоцразвития', 'и', 'поддержанным', 'правительством', 'РФ', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0]"
"['Досрочные', 'выборы', 'мэра', 'были', 'назначены', 'на', '13', 'октября', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['С.Миронов', 'автоматически', 'потерял', 'не', 'только', 'кресло', 'спикера', ',', 'но', 'и', 'мандат', 'сенатора', '.']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['В.Сурков', 'пришел', 'в', 'администрацию', 'президента', 'в', '1999г.', ',', 'при', 'первом', 'президенте', 'РФ', 'Борисе', 'Ельцине', '.']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 5, 0]"
"['Проект', 'создания', 'РАМР', 'уже', 'одобрен', 'в', 'МИДе', ',', 'однако', 'против', 'инициативы', 'Минфина', 'выступили', 'в', 'Минэкономразвития', '.']","[0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 3, 0]"
"['Об', 'этом', 'сообщается', 'на', 'официальном', 'сайте', 'Кремля', '.']","[0, 0, 0, 0, 0, 0, 1, 0]"
"['Ранее', 'ФСБ', 'заявила', ',', 'что', 'покровительство', 'игорному', 'бизнесу', 'в', 'Подмосковье', 'оказывали', 'высокопоставленные', 'сотрудники', 'областных', 'прокуратуры', 'и', 'милиции', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Примечательно', ',', 'что', 'премьер', 'не', 'стал', 'снимать', 'со', 'своих', 'постов', 'двух', 'членов', 'правительства', ',', 'которые', 'в', 'ноябре', '2010г', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['За', 'эти', 'годы', 'его', 'правительства', 'шесть', 'раз', 'уходили', 'в', 'отставку', ',', 'а', 'он', 'вновь', 'переназначался', 'на', 'пост', 'премьера', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Несмотря', 'на', 'экономическую', 'нецелесообразность', ',', 'проект', 'был', 'изменен', ',', 'а', 'ДОТы', 'вписаны', 'в', 'архитектурное', 'сооружение', 'объекта', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Генпрокуратура', 'отказалась', 'комментировать', 'эту', 'информацию', ',', 'объявив', 'обвинения', 'в', 'адрес', 'Чайки-младшего', '""', 'бредом', 'анонимных', 'заявителей', ""''"", '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0]"
"['Как', 'сообщалось', 'ранее', ',', 'центр', 'должен', 'объединить', 'отряд', 'милиции', 'особого', 'назначения', '""', 'Зубр', ""''"", 'и', 'отряд', 'милиции', 'специального', 'назначения', '""', 'Рысь', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
"['В', 'ГД', 'поддержали', 'кандидатуру', 'В.Конторовича', 'в', 'совет', 'директоров', 'ЦБ', '.']","[0, 3, 0, 0, 6, 0, 0, 0, 3, 0]"
"['Претендент', 'на', 'кресло', 'мэра', 'Москвы', 'Сергей', 'Собянин', 'набрал', 'почти', 'треть', 'необходимых', 'подписей', 'Временно', 'исполняющий', 'обязанности', 'мэра', 'Москвы', 'Сергей', 'Собянин', 'получил', 'более', '21', 'тысячи', 'из', '73', 'тысяч', 'необходимых', 'подписей', 'москвичей', '.']","[0, 0, 0, 0, 1, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ранее', 'он', 'возглавлял', 'московское', 'УВД', 'на', 'железнодорожном', 'транспорте', '.']","[0, 0, 0, 0, 3, 0, 0, 0, 0]"
"['""', ',', '-', 'отметил', 'глава', 'государства', '.']","[0, 0, 0, 0, 0, 0, 0]"
"['Массовые', 'акции', 'протеста', ',', 'участники', 'которых', 'требуют', 'отставки', 'президента', 'Башара', 'Асада', ',', 'продолжаются', 'в', 'Сирии', 'с', 'марта', '2011', 'года', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['С', '2007', 'по', '2011', 'годы', 'СидибеB-PERработал', 'премьером', 'Мали', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['До', '1', 'июля', '2008', 'года', 'Дубинин', 'занимал', 'должность', 'члена', 'правления', '-', 'финансового', 'директора', 'РАО', '""', 'ЕЭС', 'России', ""''"", 'I-ORG', ',', 'а', 'до', '2001', 'года', 'руководил', 'финансами', '""', 'Газпрома', ""''"", '.']","[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
"['В', 'ходе', 'предстоящего', 'голосования', 'избирателям', 'предстоит', 'избрать', '125', 'депутатов', 'по', 'одномандатным', 'округам', 'на', 'пятилетний', 'срок', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Тем', 'более', 'удивительным', 'кажется', 'эта', 'перестановка', '.']","[0, 0, 0, 0, 0, 0, 0]"
"['В', 'то', 'же', 'время', 'оппозиция', 'назвала', 'отставку', 'Ф.Эчеверрии', '""', 'спектаклем', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0]"
"['По', 'словам', 'пермских', 'политологов', ',', 'слова', 'которых', 'приводит', 'газета', ',', 'краевые', 'власти', ',', 'возможно', ',', 'поддержали', 'выдвижение', 'Бабакова', 'в', 'противовес', 'Митволю', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0]"
"['Что', 'касается', 'количества', 'подписей', ',', 'которое', 'мы', 'хотим', 'собрать', ',', 'то', 'это', 'должно', 'быть', 'необходимое', 'число', 'по', 'закону', 'плюс', 'минимум', '20', '%', ',', 'но', 'максимум', 'мы', 'не', 'ограничиваем', ""''"", ',', '—', 'подчеркнула', 'Швецова', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]"
"['Дмитрий', 'Рогозин', 'был', 'назначен', 'вице-премьером', 'правительства', 'в', 'декабре', '2011', 'года', '.']","[6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Временно', 'исполняющим', 'обязанности', 'главы', 'региона', 'назначен', 'Владимир', 'Груздев', '(', 'по', 'всей', 'видимости', ',', 'речь', 'идет', 'о', 'депутате', 'Госдумы', ')', '.']","[0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
"['Не', 'совсем', 'ясной', 'в', 'свете', 'нового', 'законопроекта', 'представляется', 'и', 'судьба', 'сети', 'лабораторных', 'комплексов', 'контроля', 'качества', 'лекарственных', 'средств', ',', 'созданием', 'которых', 'Росздравнадзор', 'занимался', 'в', 'течение', 'последних', 'месяцев', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
"['Впрочем', ',', 'в', 'пресс-службе', 'Райффайзенбанка', 'сообщили', ',', 'что', 'информация', 'о', 'возможных', 'перестановках', 'в', 'топ-менеджменте', 'не', 'соответствует', 'действительности', '.']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Во', 'время', 'предвыборной', 'кампании', '2008', 'года', 'Хантсмен', 'был', 'одним', 'из', 'руководителей', 'штаба', 'Джона', 'Маккейна', 'и', ',', 'по', 'оценкам', 'экспертов', ',', 'именно', 'он', 'мог', 'стать', 'кандидатом', 'от', 'республиканцев', 'на', 'следующих', 'выборах', '.']","[0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['отменила', 'постановления', 'о', 'возбуждении', 'уголовных', 'дел', 'в', 'отношении', 'указанных', 'прокуроров', ',', 'а', 'также', 'в', 'отношении', 'первого', 'заместителя', 'прокурора', 'Московской', 'области', 'Александра', 'Игнатенко', ',', 'начальника', 'управления', 'прокуратуры', 'Московской', 'области', 'Дмитрия', 'Урумова', 'и', 'Аллы', 'Гусевой', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 6, 5, 0, 0, 0, 0, 1, 4, 6, 5, 0, 6, 5, 0]"
"['С', 'иском', 'против', 'двух', 'высокопоставленных', 'чиновников', 'ранее', 'в', 'суд', 'обратился', 'член', 'организации', '""', 'Ассоциация', 'младших', 'адвокатов', 'Теланганы', ""''"", 'Нареш', 'Кумар', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 2, 0, 6, 5, 0]"
"['Всем', 'этим', 'учащимся', 'были', 'выданы', 'справки', 'о', 'необходимости', 'госпитализации', 'на', 'период', 'проведения', 'ЕГЭ', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['""', 'Я', 'уверен', ',', 'что', 'необходимо', 'работать', 'в', 'таком', 'постоянном', 'режиме', ',', '-', 'отреагировал', 'на', 'это', 'предложение', 'губернатор', 'Санкт-Петербурга', 'Георгий', 'Полтавченко', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 5, 0]"
"['Значительная', 'часть', 'предприятий', 'была', 'реорганизована', 'в', 'форме', 'присоединения', ',', 'некоторые', 'из', 'них', 'пришлось', 'ликвидировать', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Выборы', 'губернатора', 'Подмосковья', 'пройдут', '8', 'сентября', ',', 'в', 'единый', 'день', 'голосования', 'в', 'Российской', 'Федерации', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0]"
"['Лидер', 'социал-демократов', 'Богуслав', 'Соботка', 'предположил', ',', 'что', 'выбор', 'Земаном', 'на', 'пост', 'премьера', 'Руснока', 'является', 'лучшим', 'и', 'кратчайшим', 'путем', 'к', 'досрочным', 'выборам', '.']","[0, 0, 6, 5, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Глава', 'администрации', 'Обамы', 'ушел', 'в', 'отставку', 'Уильям', 'Дэйли', ',', 'глава', 'администрации', 'президента', 'США', 'Барака', 'Обамы', ',', 'уходит', 'в', 'отставку', ',', 'сообщает', 'Reuters', 'вечером', 'в', 'понедельник', ',', '9', 'января', '.']","[0, 0, 6, 0, 0, 0, 6, 5, 0, 0, 0, 0, 1, 6, 5, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
"['""', 'Наша', 'команда', 'периодически', 'обновляется', ',', 'но', 'остается', 'трудоспособной', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Как', 'может', 'быть', ',', 'что', 'во', 'время', 'проверок', 'у', 'него', 'не', 'были', 'обнаружены', 'монеты', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['По', 'его', 'мнению', ',', 'Навальный', 'серьезного', 'влияния', 'на', 'борьбу', 'за', 'первое', 'место', 'не', 'окажет', '.']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['КИЕВ', ',', '26', 'окт', '-', 'РИА', 'Новости', '.']","[1, 0, 0, 0, 0, 3, 2, 0]"
"['Одного', 'из', 'них', ',', 'республиканца', 'Оррина', 'Хэтча', '(', 'Orrin', 'Hatch', ')', 'I-PER', ',', 'Обама', 'заверил', ',', 'что', 'не', 'станет', 'назначать', '""', 'радикала', 'или', 'экстремиста', ""''"", '.']","[0, 0, 0, 0, 0, 6, 5, 0, 5, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Другим', 'указом', 'В.Путин', 'назначил', 'Олега', 'Татарских', 'начальником', 'управления', 'собственной', 'безопасности', 'ФСИН', '.']","[0, 0, 6, 0, 6, 5, 0, 0, 0, 0, 3, 0]"
"['председателя', 'Смоленской', 'облдумы', 'стал', 'Николай', 'Мартынов', '(', 'http', ':', '//www.regnum.ru/news/1597882.html', ')', 'Смоленская', 'облдума', 'прекратила', 'полномочия', 'спикера', 'Анатолия', 'Мишнева', '(', 'http', ':', '//www.regnum.ru/news/1597877.html', ')', 'Анатолий', 'Мишнев', 'назначен', 'сенатором', 'от', 'администрации', 'Смоленской', 'области', '(', 'http', ':', '//www.regnum.ru/news/1596810.html', ')', 'Законопроект', 'о', 'Счетной', 'палате', 'внесен', 'в', 'Госдуму', '(', 'http', ':', '//www.regnum.ru/news/1595433.html', ')', 'Госдума', 'приняла', 'новый', 'порядок', 'формирования', 'Совфеда', '(', 'http', ':', '//www.regnum.ru/news/1595368.html', ')']","[0, 3, 2, 0, 6, 5, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
"['Кроме', 'того', ',', 'подобное', 'совмещение', 'постов', 'могло', 'не', 'найти', 'одобрения', 'на', 'международном', 'уровне', ':', 'по', 'словам', 'собеседника', ',', '""', 'мировая', 'практика', 'этого', 'вообще', 'не', 'предусматривает', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['В', 'преддверии', 'слияния', 'с', '""', 'Русалом', ""''"", 'или', '""', 'Металлоинвестом', ""''"", 'такой', 'специалист', '""', 'Норникелю', ""''"", 'нужен', ',', 'не', 'сомневаются', 'эксперты', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
"['Соответствующие', 'решения', 'будут', 'направлены', 'в', 'избиркомы', 'регионов', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Шаймиев', 'заявил', ',', 'что', 'полностью', 'поддерживает', 'курс', 'президента', 'Медведева', ',', 'заявленный', 'в', 'послании', 'Федеральному', 'Собранию', ',', 'однако', 'считает', ',', 'что', 'пришло', 'время', 'дать', 'проявить', 'себя', 'молодому', 'поколению', 'политиков', '.']","[6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
